"id","note","only","parent_id","name","is_translated","created_at","updated_at","deleted_at","except"
11,,,9,"{""en"":""Diversified Chemicals"",""pt-PT"":""Produtos Qu\u00edmicos Diversificados"",""pt-BR"":""Produtos Qu\u00edmicos Diversificados"",""es"":""Productos qu\u00edmicos diversificados"",""fr"":""Produits chimiques diversifi\u00e9s""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
12,,,9,"{""en"":""Fertilizers & Agricultural Chemicals"",""pt-PT"":""Fertilizantes e Produtos Qu\u00edmicos Agr\u00edcolas"",""pt-BR"":""Fertilizantes e Produtos Qu\u00edmicos Agr\u00edcolas"",""es"":""Fertilizantes y productos qu\u00edmicos agr\u00edcolas"",""fr"":""Engrais et produits chimiques agricoles""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
13,,,9,"{""en"":""Industrial Gases"",""pt-PT"":""Gases Industriais"",""pt-BR"":""Gases Industriais"",""es"":""Gases industriales"",""fr"":""Gaz industriels""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
14,,,9,"{""en"":""Specialty Chemicals"",""pt-PT"":""Produtos Qu\u00edmicos Especiais"",""pt-BR"":""Produtos Qu\u00edmicos Especiais"",""es"":""Productos qu\u00edmicos especiales"",""fr"":""Produits chimiques de sp\u00e9cialit\u00e9""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
15,,,9,"{""en"":""Construction Materials"",""pt-PT"":""Materiais de Constru\u00e7\u00e3o"",""pt-BR"":""Materiais de Constru\u00e7\u00e3o"",""es"":""Materiales de construcci\u00f3n"",""fr"":""Mat\u00e9riaux de construction""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
16,,,9,"{""en"":""Metal & Glass Containers"",""pt-PT"":""Recipientes Met\u00e1licos & de Vidro"",""pt-BR"":""Recipientes de Metal e Vidro"",""es"":""Envases de metal y vidrio"",""fr"":""Conteneurs en m\u00e9tal et en verre""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
17,,,9,"{""en"":""Paper Packaging"",""pt-PT"":""Embalagem de papel"",""pt-BR"":""Embalagem de Papel"",""es"":""Envases de papel"",""fr"":""Emballage en papier""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
18,,,9,"{""en"":""Aluminium"",""pt-PT"":""Alum\u00ednio"",""pt-BR"":""Alum\u00ednio"",""es"":""Aluminio"",""fr"":""Aluminium""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
19,,,9,"{""en"":""Diversified Metals & Mining"",""pt-PT"":""Metais Diversificados & Minera\u00e7\u00e3o"",""pt-BR"":""Metais e Minera\u00e7\u00e3o Diversificados"",""es"":""Metales y miner\u00eda diversificados"",""fr"":""M\u00e9taux diversifi\u00e9s et mines""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
20,,,9,"{""en"":""Copper"",""pt-PT"":""Cobre"",""pt-BR"":""Cobre"",""es"":""Cobre"",""fr"":""Cuivre""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
21,,,9,"{""en"":""Gold"",""pt-PT"":""Ouro"",""pt-BR"":""Ouro"",""es"":""Oro"",""fr"":""Or""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
22,,,9,"{""en"":""Precious Metals & Minerals"",""pt-PT"":""Metais Preciosos e Minerais"",""pt-BR"":""Metais Preciosos e Minerais"",""es"":""Metales preciosos y minerales"",""fr"":""M\u00e9taux pr\u00e9cieux et min\u00e9raux""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
23,,,9,"{""en"":""Silver"",""pt-PT"":""Prata"",""pt-BR"":""Prata"",""es"":""Plata"",""fr"":""Argent""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
24,,,9,"{""en"":""Steel"",""pt-PT"":""A\u00e7o"",""pt-BR"":""A\u00e7o"",""es"":""Acero"",""fr"":""Acier""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
25,,,9,"{""en"":""Forest Products"",""pt-PT"":""Produtos Florestais"",""pt-BR"":""Produtos Florestais"",""es"":""Productos forestales"",""fr"":""Produits forestiers""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
26,,,9,"{""en"":""Paper Products"",""pt-PT"":""Produtos de Papel"",""pt-BR"":""Produtos de Papel"",""es"":""Productos de papel"",""fr"":""Produits du papier""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
27,,,,"{""en"":""Industrials"",""pt-PT"":""Industrial"",""pt-BR"":""Industrial"",""es"":""Industrial"",""fr"":""Produits industriels""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
28,,,27,"{""en"":""Aerospace & Defense"",""pt-PT"":""Aeroespacial & Defesa"",""pt-BR"":""Aeroespacial e Defesa"",""es"":""Aeroespacial y Defensa"",""fr"":""A\u00e9rospatiale et d\u00e9fense""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
29,,,27,"{""en"":""Building Products"",""pt-PT"":""Produtos de Constru\u00e7\u00e3o"",""pt-BR"":""Produtos de Constru\u00e7\u00e3o"",""es"":""Productos de construcci\u00f3n"",""fr"":""Produits de construction""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
30,,,27,"{""en"":""Construction & Engineering"",""pt-PT"":""Constru\u00e7\u00e3o e Engenharia"",""pt-BR"":""Constru\u00e7\u00e3o e Engenharia"",""es"":""Construcci\u00f3n e ingenier\u00eda"",""fr"":""Construction et ing\u00e9nierie""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
31,,,27,"{""en"":""Electrical Components & Equipment"",""pt-PT"":""Componentes el\u00e9ctricos e equipamento"",""pt-BR"":""Componentes e Equipamentos El\u00e9tricos"",""es"":""Componentes y equipos el\u00e9ctricos"",""fr"":""Composants et \u00e9quipements \u00e9lectriques""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
32,,,27,"{""en"":""Heavy Electrical Equipment"",""pt-PT"":""Equipamento El\u00e9ctrico Pesado"",""pt-BR"":""Equipamentos El\u00e9tricos Pesados"",""es"":""Equipo el\u00e9ctrico pesado"",""fr"":""\u00c9quipement \u00e9lectrique lourd""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
33,,,27,"{""en"":""Industrial Conglomerates"",""pt-PT"":""Conglomerados Industriais"",""pt-BR"":""Conglomerados Industriais"",""es"":""Conglomerados industriales"",""fr"":""Conglom\u00e9rats industriels""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
34,,,27,"{""en"":""Construction Machinery & Heavy Trucks"",""pt-PT"":""M\u00e1quinas de Constru\u00e7\u00e3o e Cami\u00f5es Pesados"",""pt-BR"":""M\u00e1quinas de Constru\u00e7\u00e3o e Caminh\u00f5es Pesados"",""es"":""Maquinaria de construcci\u00f3n y camiones pesados"",""fr"":""Machines de construction et camions lourds""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
35,,,27,"{""en"":""Agicultural & Farm Machinery"",""pt-PT"":""Maquinaria Agr\u00edcola "",""pt-BR"":""Maquinaria Agr\u00edcola"",""es"":""Maquinaria agr\u00edcola y de granja"",""fr"":""Machines agricoles et de ferme""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
36,,,27,"{""en"":""Insdustrial Machinery"",""pt-PT"":""Maquinaria Industrial"",""pt-BR"":""Maquinaria Industrial"",""es"":""Maquinaria industrial"",""fr"":""Machines industrielles""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
37,,,27,"{""en"":""Trading Companies & Distributors"",""pt-PT"":""Empresas de Trading e Distribuidores"",""pt-BR"":""Trading Company e Distribuidores"",""es"":""Empresas comerciales y distribuidores"",""fr"":""Soci\u00e9t\u00e9s commerciales et distributeurs""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
38,,,27,"{""en"":""Commercial Printing"",""pt-PT"":""Impress\u00e3o Comercial"",""pt-BR"":""Impress\u00e3o Comercial"",""es"":""Impresi\u00f3n comercial"",""fr"":""Imprimerie commerciale""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
39,,,27,"{""en"":""Environmental & Facilities Services "",""pt-PT"":""Servi\u00e7os Ambientais e de Instala\u00e7\u00f5es "",""pt-BR"":""Servi\u00e7os Ambientais e de Instala\u00e7\u00f5es"",""es"":""Servicios medioambientales y de instalaciones "",""fr"":""Services de l'environnement et des installations ""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
40,,,27,"{""en"":""Office Services & Supplies"",""pt-PT"":""Servi\u00e7os e Suprimentos de Escrit\u00f3rio"",""pt-BR"":""Material de Escrit\u00f3rio e Servi\u00e7os"",""es"":""Servicios y suministros de oficina"",""fr"":""Services et fournitures de bureau""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
41,,,27,"{""en"":""Diversified Support Services"",""pt-PT"":""Servi\u00e7os de Apoio Diversificados"",""pt-BR"":""Servi\u00e7os de Suporte Diversificados"",""es"":""Servicios de apoyo diversificados"",""fr"":""Services de soutien diversifi\u00e9s""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
42,,,27,"{""en"":""Security & Alarm Services"",""pt-PT"":""Servi\u00e7os de Seguran\u00e7a e Alarme"",""pt-BR"":""Servi\u00e7os de Seguran\u00e7a e Alarme"",""es"":""Servicios de seguridad y alarma"",""fr"":""Services de s\u00e9curit\u00e9 et d'alarme""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
43,,,27,"{""en"":""Human Resources & Employment Services"",""pt-PT"":""Recursos Humanos & Servi\u00e7os de Emprego"",""pt-BR"":""Recursos Humanos e Servi\u00e7os de Emprego"",""es"":""Recursos Humanos y Servicios de Empleo"",""fr"":""Ressources humaines et services d'emploi""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
44,,,27,"{""en"":""Research & Consulting Services"",""pt-PT"":""Servi\u00e7os de Pesquisa e Consultoria"",""pt-BR"":""Servi\u00e7os de Pesquisa e Consultoria"",""es"":""Servicios de Investigaci\u00f3n y Consultor\u00eda"",""fr"":""Services de recherche et de conseil""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
45,,,27,"{""en"":""Air Freight & Logistics"",""pt-PT"":""Transporte A\u00e9reo de Mercadorias e Log\u00edstica"",""pt-BR"":""Transporte A\u00e9reo de Mercadorias e Log\u00edstica"",""es"":""Transporte a\u00e9reo y log\u00edstica"",""fr"":""Fret a\u00e9rien et logistique""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
46,,,27,"{""en"":""Airlines"",""pt-PT"":""Linhas A\u00e9reas"",""pt-BR"":""Companhias A\u00e9reas"",""es"":""Aerol\u00edneas"",""fr"":""Compagnies a\u00e9riennes""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
47,,,27,"{""en"":""Marine"",""pt-PT"":""Marinha"",""pt-BR"":""Marinha"",""es"":""Mar\u00edtimo"",""fr"":""Marine""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
48,,,27,"{""en"":""Railroads"",""pt-PT"":""Caminhos de ferro"",""pt-BR"":""Ferrovias"",""es"":""Ferrocarriles"",""fr"":""Chemins de fer""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
49,,,27,"{""en"":""Trucking"",""pt-PT"":""Camionagem"",""pt-BR"":""Transporte por Caminh\u00e3o"",""es"":""Camiones"",""fr"":""Camionnage""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
50,,,27,"{""en"":""Airport Services"",""pt-PT"":""Servi\u00e7os Aeroportu\u00e1rios"",""pt-BR"":""Servi\u00e7os de Aeroporto"",""es"":""Servicios aeroportuarios"",""fr"":""Services a\u00e9roportuaires""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
51,,,27,"{""en"":""Highway & Railtracks"",""pt-PT"":""Autoestradas e vias f\u00e9rreas"",""pt-BR"":""Rodovias e Ferrovias"",""es"":""Autopistas y v\u00edas f\u00e9rreas"",""fr"":""Autoroutes et chemins de fer""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
52,,,27,"{""en"":""Marine Ports & Services"",""pt-PT"":""Portos & Servi\u00e7os Mar\u00edtimos"",""pt-BR"":""Portos e Servi\u00e7os Mar\u00edtimos"",""es"":""Puertos y servicios mar\u00edtimos"",""fr"":""Ports et services maritimes""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
53,,,,"{""en"":""Consumer Discretionary"",""pt-PT"":""Bens de Consumo"",""pt-BR"":""Bens de Consumo"",""es"":""Consumo discrecional"",""fr"":""Consommation discr\u00e9tionnaire""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
54,,,53,"{""en"":""Auto Parts & Equipment"",""pt-PT"":""Autope\u00e7as e Equipamento"",""pt-BR"":""Auto Pe\u00e7as e Equipamentos"",""es"":""Autopartes y Equipamiento"",""fr"":""Pi\u00e8ces et \u00e9quipements automobiles""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
55,,,53,"{""en"":""Tires & Rubber"",""pt-PT"":""Pneus e Borracha"",""pt-BR"":""Pneus e Borracha"",""es"":""Neum\u00e1ticos y caucho"",""fr"":""Pneus et caoutchouc""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
56,,,53,"{""en"":""Automobile Manufacturers"",""pt-PT"":""Fabricantes de Autom\u00f3veis"",""pt-BR"":""Fabricantes de Autom\u00f3veis"",""es"":""Fabricantes de autom\u00f3viles"",""fr"":""Fabricants d'automobiles""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
57,,,53,"{""en"":""Consumer Electronics"",""pt-PT"":""Produtos Electr\u00f3nicos"",""pt-BR"":""Produtos Eletr\u00f4nicos"",""es"":""Electr\u00f3nica de consumo"",""fr"":""Electronique grand public""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
58,,,53,"{""en"":""Home Furnishings"",""pt-PT"":""Mobili\u00e1rio dom\u00e9stico"",""pt-BR"":""Mob\u00edlia Dom\u00e9stica"",""es"":""Muebles para el hogar"",""fr"":""Meubles de maison""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
59,,,53,"{""en"":""Homebuilding"",""pt-PT"":""Constru\u00e7\u00e3o de Habita\u00e7\u00e3o"",""pt-BR"":""Constru\u00e7\u00e3o de Habita\u00e7\u00e3o"",""es"":""Construcci\u00f3n de hogares"",""fr"":""Construction de maisons""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
60,,,53,"{""en"":""Household Appliances"",""pt-PT"":""Electrodom\u00e9sticos"",""pt-BR"":""Eletrodom\u00e9sticos"",""es"":""Electrodom\u00e9sticos"",""fr"":""Appareils m\u00e9nagers""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
61,,,53,"{""en"":""Housewares & Specialities"",""pt-PT"":""Artigos para a casa & Especialidades"",""pt-BR"":""Utens\u00edlios Dom\u00e9sticos e Especialidades"",""es"":""Art\u00edculos para el hogar y especialidades"",""fr"":""Articles m\u00e9nagers et sp\u00e9cialit\u00e9s""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
62,,,53,"{""en"":""Leisure Products"",""pt-PT"":""Produtos de Lazer"",""pt-BR"":""Produtos de Lazer"",""es"":""Productos de ocio"",""fr"":""Produits de loisirs""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
63,,,53,"{""en"":""Apparel, Accessories & Luxury Goods"",""pt-PT"":""Vestu\u00e1rio, Acess\u00f3rios e Bens de Luxo"",""pt-BR"":""Vestu\u00e1rio, Acess\u00f3rios e Artigos de Luxo"",""es"":""Ropa, accesorios y art\u00edculos de lujo"",""fr"":""V\u00eatements, accessoires et produits de luxe""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
64,,,53,"{""en"":""Footwear"",""pt-PT"":""Cal\u00e7ado"",""pt-BR"":""Cal\u00e7ado"",""es"":""Calzado"",""fr"":""Chaussures""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
65,,,53,"{""en"":""Textiles"",""pt-PT"":""T\u00eaxteis"",""pt-BR"":""T\u00eaxteis"",""es"":""Textiles"",""fr"":""Textiles""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
66,,,53,"{""en"":""Casinos & Gaming"",""pt-PT"":""Casinos e Jogos"",""pt-BR"":""Cassinos e Jogos"",""es"":""Casinos y juegos de azar"",""fr"":""Casinos et jeux""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
67,,,53,"{""en"":""Hotels, Resorts & Cruise Lines"",""pt-PT"":""Hot\u00e9is, Resorts e Linhas de Cruzeiros"",""pt-BR"":""Hot\u00e9is, Resorts e Linhas de Cruzeiro"",""es"":""Hoteles, complejos tur\u00edsticos y l\u00edneas de cruceros"",""fr"":""H\u00f4tels, centres de vill\u00e9giature et compagnies de croisi\u00e8re""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-11-10T08:55:24.000Z",,
68,,,53,"{""en"":""Leisure Facilities"",""pt-PT"":""Instala\u00e7\u00f5es de Lazer"",""pt-BR"":""Instala\u00e7\u00f5es de Lazer"",""es"":""Instalaciones de ocio"",""fr"":""Installations de loisirs""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
69,,,53,"{""en"":""Restaurants"",""pt-PT"":""Restaurantes"",""pt-BR"":""Restaurantes"",""es"":""Restaurantes"",""fr"":""Restaurants""}","{""en"":true,""pt-PT"":true,""pt-BR"":true,""es"":true,""fr"":true}","2022-05-23T04:51:22.000Z","2022-05-23T04:51:22.000Z",,
